event_id,origintime,magnitude,magnitude_source,max_mmi,latitude,longitude,depth_km,err_lat,err_lon,err_depth,err_origintime,state,county,status
12100,2019-03-25 20:41:16,1.5,OGS,None,36.143,-96.8045,5.68,0.21,0.21,0.5,None,Oklahoma,Payne,Reviewed
12101,2019-03-25 22:04:18,1.6,OGS,None,36.29716667,-97.02416667,6.81,0.28,0.28,0.5,None,Oklahoma,Payne,Reviewed
12102,2019-03-26 01:43:42,1.6,OGS,None,36.71783333,-98.381,7.31,0.21,0.21,0.5,None,Oklahoma,Alfalfa,Reviewed
12103,2019-03-26 04:56:47,2.0,OGS,None,35.90966667,-98.05283333,6.4,0.21,0.21,0.5,None,Oklahoma,Kingfisher,Reviewed
12113,2019-03-26 10:09:50,2.0,OGS,None,36.29683333,-98.1975,7.41,0.14,0.14,0.5,None,Oklahoma,Blaine,Reviewed
12115,2019-03-26 11:22:34,1.5,OGS,None,36.75416667,-98.75216667,6.37,0.28,0.28,0.5,None,Oklahoma,Woods,Reviewed
12116,2019-03-26 14:34:27,0.7,OGS,None,36.43033333,-96.94266667,6.66,0.21,0.21,0.4,None,Oklahoma,Pawnee,Reviewed
7778,2019-03-26 16:00:31,1.4,OGS,None,36.22316667,-95.82766667,0.0,0.42,0.42,0.4,None,Oklahoma,Tulsa,Reviewed
12117,2019-03-26 18:32:12,0.3,OGS,None,36.42683333,-96.9305,7.46,0.14,0.14,0.4,None,Oklahoma,Pawnee,Reviewed
12118,2019-03-26 19:29:25,1.5,OGS,None,36.5255,-98.98016667,7.19,0.21,0.21,0.4,None,Oklahoma,Woodward,Reviewed
12119,2019-03-26 21:14:39,1.4,OGS,None,35.88033333,-97.31916667,7.66,0.21,0.21,0.5,None,Oklahoma,Logan,Reviewed
12120,2019-03-27 00:27:26,2.1,OGS,None,36.36533333,-98.16416667,5.87,0.21,0.21,0.4,None,Oklahoma,Alfalfa,Reviewed
12121,2019-03-27 00:28:14,1.9,OGS,None,36.35633333,-98.166,6.03,0.28,0.28,0.5,None,Oklahoma,Alfalfa,Reviewed
12122,2019-03-27 03:17:43,2.3,OGS,None,36.64933333,-99.02433333,6.4,0.21,0.21,0.3,None,Oklahoma,Woodward,Reviewed
12124,2019-03-27 03:29:31,1.9,OGS,None,36.56983333,-98.58266667,8.17,0.21,0.21,0.9,None,Oklahoma,Woods,Reviewed
12125,2019-03-27 03:43:19,2.2,OGS,None,36.64866667,-99.023,6.51,0.21,0.21,0.3,None,Oklahoma,Woodward,Reviewed
9378,2019-03-27 06:05:04,1.7,OGS,None,35.11933333,-97.86966667,6.74,0.35,0.35,0.6,None,Oklahoma,Grady,Reviewed
9377,2019-03-27 06:05:05,1.2,OGS,None,35.20566667,-97.89016667,7.97,1.27,1.27,1.5,None,Oklahoma,Grady,Reviewed
12127,2019-03-27 10:17:16,0.6,OGS,None,36.48266667,-98.75366667,8.32,0.42,0.42,0.5,None,Oklahoma,Woods,Reviewed
12131,2019-03-27 10:25:38,1.8,OGS,None,34.9455,-97.95383333,5.0,0.78,0.78,2.1,None,Oklahoma,Grady,Reviewed
12132,2019-03-27 13:52:37,2.5,OGS,None,35.91666667,-98.0455,5.53,0.21,0.21,0.7,None,Oklahoma,Kingfisher,Reviewed
10447,2019-03-27 18:17:40,2.7,OGS,None,35.13816667,-97.86883333,8.96,0.21,0.21,0.6,None,Oklahoma,Grady,Reviewed
12133,2019-03-28 00:06:36,2.1,OGS,None,36.84783333,-97.70466667,7.16,0.21,0.21,0.5,None,Oklahoma,Grant,Reviewed
9314,2019-03-28 01:49:53,1.7,OGS,None,35.10616667,-97.58983333,7.66,0.35,0.35,0.6,None,Oklahoma,McClain,Reviewed
9310,2019-03-28 01:49:55,2.6,OGS,None,35.12416667,-97.5375,7.63,0.92,0.92,1.4,None,Oklahoma,McClain,Reviewed
9300,2019-03-28 03:17:25,1.7,OGS,None,35.09966667,-97.593,8.42,0.21,0.21,0.9,None,Oklahoma,McClain,Reviewed
9297,2019-03-28 03:17:26,1.7,OGS,None,35.07483333,-97.58416667,6.62,0.57,0.57,1.0,None,Oklahoma,McClain,Reviewed
9294,2019-03-28 05:26:23,2.0,OGS,None,35.1345,-97.87416667,6.88,0.28,0.28,0.5,None,Oklahoma,Grady,Reviewed
12134,2019-03-28 08:53:52,2.1,OGS,None,37.07133333,-97.97566667,7.28,0.28,0.28,0.5,None,Kansas,Harper,Reviewed
9287,2019-03-28 12:58:29,1.4,OGS,None,35.14333333,-97.86583333,6.18,0.28,0.28,0.5,None,Oklahoma,Grady,Reviewed
9283,2019-03-28 12:58:30,1.5,OGS,None,35.16533333,-97.87216667,6.95,0.57,0.57,0.8,None,Oklahoma,Grady,Reviewed
12135,2019-03-28 15:54:47,1.3,OGS,None,36.53133333,-98.96416667,6.48,0.14,0.14,0.4,None,Oklahoma,Woodward,Reviewed
12136,2019-03-29 01:24:17,1.2,OGS,None,36.53233333,-98.96216667,6.68,0.14,0.14,0.4,None,Oklahoma,Woodward,Reviewed
12138,2019-03-29 01:40:00,0.9,OGS,None,36.53366667,-98.96033333,6.29,0.21,0.21,0.5,None,Oklahoma,Woodward,Reviewed
12139,2019-03-29 08:50:59,1.4,OGS,None,36.5305,-98.965,6.55,0.14,0.14,0.2,None,Oklahoma,Woodward,Reviewed
9274,2019-03-29 17:22:47,1.6,OGS,None,35.15216667,-97.93383333,6.85,0.28,0.28,0.6,None,Oklahoma,Grady,Reviewed
9179,2019-03-29 17:22:50,1.7,OGS,None,35.18766667,-97.95766667,6.3,0.35,0.35,0.9,None,Oklahoma,Grady,Reviewed
12140,2019-03-29 21:01:28,0.5,OGS,None,36.39366667,-96.95216667,3.64,0.14,0.14,0.4,None,Oklahoma,Pawnee,Reviewed
12141,2019-03-30 01:35:37,1.2,OGS,None,36.4295,-96.94166667,7.68,0.21,0.21,0.3,None,Oklahoma,Pawnee,Reviewed
12142,2019-03-30 13:40:45,1.2,OGS,None,36.45616667,-96.88066667,4.97,0.21,0.21,0.6,None,Oklahoma,Pawnee,Reviewed
10444,2019-03-30 13:59:21,2.0,OGS,None,35.10183333,-97.595,8.45,0.21,0.21,0.8,None,Oklahoma,McClain,Reviewed
10443,2019-03-30 13:59:24,2.1,OGS,None,35.10683333,-97.58433333,5.19,0.42,0.42,1.0,None,Oklahoma,McClain,Reviewed
12143,2019-03-31 00:06:53,1.5,OGS,None,36.001,-96.77716667,5.35,0.28,0.28,0.4,None,Oklahoma,Payne,Reviewed
12145,2019-03-31 02:43:42,1.2,OGS,None,35.93516667,-97.2775,7.4,0.28,0.28,0.5,None,Oklahoma,Logan,Reviewed
12148,2019-03-31 02:57:22,1.8,OGS,None,36.36366667,-98.16616667,6.14,0.14,0.14,0.3,None,Oklahoma,Alfalfa,Reviewed
12152,2019-03-31 03:38:23,1.0,OGS,None,36.5525,-98.16033333,7.37,0.35,0.35,0.7,None,Oklahoma,Alfalfa,Reviewed
12153,2019-03-31 03:38:24,0.9,OGS,None,36.55983333,-98.1645,7.58,0.49,0.49,1.2,None,Oklahoma,Alfalfa,Reviewed
9171,2019-03-31 03:40:48,1.0,OGS,None,35.06466667,-97.835,7.85,0.49,0.49,0.7,None,Oklahoma,Grady,Reviewed
12154,2019-03-31 06:27:18,1.5,OGS,None,36.282,-97.68466667,7.55,0.21,0.21,0.5,None,Oklahoma,Garfield,Reviewed
12155,2019-03-31 09:27:04,1.9,OGS,None,36.46066667,-98.15816667,7.86,0.21,0.21,0.6,None,Oklahoma,Alfalfa,Reviewed
12156,2019-03-31 10:12:44,2.4,OGS,None,36.8165,-97.712,7.24,0.14,0.14,0.4,None,Oklahoma,Grant,Reviewed
12157,2019-03-31 12:24:31,1.9,OGS,None,36.262,-97.68016667,6.36,0.14,0.14,0.4,None,Oklahoma,Garfield,Reviewed
12159,2019-03-31 12:24:33,1.8,OGS,None,36.2315,-97.7675,5.78,0.57,0.57,1.2,None,Oklahoma,Garfield,Reviewed
12160,2019-04-01 01:01:31,1.9,OGS,None,36.27833333,-97.50216667,6.86,0.21,0.21,0.5,None,Oklahoma,Noble,Reviewed
9168,2019-04-01 03:15:05,2.0,OGS,None,35.12816667,-97.87683333,8.09,0.21,0.21,0.8,None,Oklahoma,Grady,Reviewed
12162,2019-04-01 03:37:37,1.6,OGS,None,36.14766667,-99.01083333,11.25,0.14,0.14,2.1,None,Oklahoma,Dewey,Reviewed
12164,2019-04-01 04:01:35,1.0,OGS,None,36.36983333,-97.607,7.44,0.28,0.28,0.6,None,Oklahoma,Garfield,Reviewed
9166,2019-04-01 04:01:41,0.8,OGS,None,35.31233333,-97.905,5.95,0.49,0.49,1.0,None,Oklahoma,Grady,Reviewed
12166,2019-04-01 07:22:24,0.8,OGS,None,36.4515,-96.885,4.47,0.28,0.28,0.6,None,Oklahoma,Pawnee,Reviewed
12167,2019-04-01 07:57:53,1.6,OGS,None,36.26,-97.4765,7.25,0.14,0.14,0.4,None,Oklahoma,Noble,Reviewed
12169,2019-04-01 08:02:30,1.2,OGS,None,36.26016667,-97.47766667,6.88,0.21,0.21,0.5,None,Oklahoma,Noble,Reviewed
12170,2019-04-01 08:59:37,1.6,OGS,None,36.363,-98.16283333,6.04,0.21,0.21,0.4,None,Oklahoma,Alfalfa,Reviewed
12172,2019-04-01 11:00:38,0.7,OGS,None,36.4475,-96.89133333,3.78,0.21,0.21,0.8,None,Oklahoma,Pawnee,Reviewed
12173,2019-04-01 14:10:52,1.9,OGS,None,36.69416667,-98.4235,7.35,0.21,0.21,0.4,None,Oklahoma,Alfalfa,Reviewed
10440,2019-04-01 18:48:22,2.5,OGS,None,35.11133333,-97.595,7.21,0.21,0.21,0.5,None,Oklahoma,McClain,Reviewed
9161,2019-04-01 18:48:22,2.6,OGS,None,35.11590195,-97.55428314,7.28,1.18,1.67,3.54,0.46697621,Oklahoma,McClain,Reviewed
12175,2019-04-02 00:36:24,1.4,OGS,None,36.3995,-97.83566667,6.3,0.14,0.14,0.4,None,Oklahoma,Garfield,Reviewed
8050,2019-04-02 00:49:51,1.9,OGS,None,37.12605667,-97.79492188,5.0,2.53,2.04,0.0,0.28813028,Kansas,Sumner,Preliminary
12177,2019-04-02 02:20:59,2.2,OGS,None,36.804,-98.30933333,6.98,0.14,0.14,0.4,None,Oklahoma,Alfalfa,Reviewed
12178,2019-04-02 18:33:59,0.7,OGS,None,36.44533333,-96.89,3.88,0.14,0.14,0.5,None,Oklahoma,Pawnee,Reviewed
12180,2019-04-02 18:59:26,0.7,OGS,None,36.44483333,-96.89083333,3.19,0.14,0.14,0.6,None,Oklahoma,Pawnee,Reviewed
12181,2019-04-02 22:02:01,1.8,OGS,None,36.444,-96.88883333,4.99,0.14,0.14,0.3,None,Oklahoma,Pawnee,Reviewed
12185,2019-04-02 22:23:23,0.2,OGS,None,36.44483333,-96.89033333,3.68,0.14,0.14,0.7,None,Oklahoma,Pawnee,Reviewed
12186,2019-04-02 22:51:17,0.8,OGS,None,36.44816667,-96.88933333,3.52,0.14,0.14,0.7,None,Oklahoma,Pawnee,Reviewed
12187,2019-04-02 23:55:12,0.4,OGS,None,36.44683333,-96.8895,3.02,0.14,0.14,0.7,None,Oklahoma,Pawnee,Reviewed
12189,2019-04-03 00:04:56,0.6,OGS,None,36.448,-96.89,3.07,0.14,0.14,0.8,None,Oklahoma,Pawnee,Reviewed
12190,2019-04-03 08:18:43,1.7,OGS,None,36.4935,-98.205,7.98,0.14,0.14,0.5,None,Oklahoma,Alfalfa,Reviewed
12369,2019-04-03 09:23:51,2.1,OGS,None,35.91716667,-97.347,7.05,0.14,0.14,0.5,None,Oklahoma,Logan,Reviewed
12370,2019-04-03 13:35:07,1.3,OGS,None,36.445,-96.8905,3.93,0.14,0.14,0.5,None,Oklahoma,Pawnee,Reviewed
8117,2019-04-03 17:18:41,2.0,OGS,None,37.05854034,-98.02626038,3.99,1.52,3.71,1.67,0.42244897,Kansas,Harper,Preliminary
12371,2019-04-03 19:02:34,2.5,OGS,None,36.8685,-97.77916667,6.62,0.21,0.21,0.5,None,Oklahoma,Grant,Reviewed
12372,2019-04-04 02:24:10,1.8,OGS,None,36.4035,-97.82833333,5.0,0.14,0.14,0.4,None,Oklahoma,Garfield,Reviewed
12373,2019-04-04 03:34:51,1.8,OGS,None,36.40266667,-97.82833333,5.0,0.14,0.14,0.4,None,Oklahoma,Garfield,Reviewed
12692,2019-04-04 04:19:40,2.4,OGS,None,35.8465,-98.2095,5.0,0.14,0.14,0.6,None,Oklahoma,Blaine,Reviewed
12693,2019-04-04 18:26:49,1.1,OGS,None,36.44383333,-96.8915,4.62,0.21,0.21,0.5,None,Oklahoma,Pawnee,Reviewed
12694,2019-04-04 21:15:34,1.1,OGS,None,36.5255,-98.98166667,7.24,0.14,0.14,0.2,None,Oklahoma,Woodward,Reviewed
8210,2019-04-04 21:50:06,2.1,OGS,None,36.373,-98.92516667,0.0,1.2,1.2,1.1,None,Oklahoma,Woodward,Reviewed
12695,2019-04-04 23:53:01,2.0,OGS,None,36.52466667,-98.97966667,6.36,0.14,0.14,0.2,None,Oklahoma,Woodward,Reviewed
12696,2019-04-05 00:48:06,2.0,OGS,None,36.88016667,-97.4315,7.23,0.21,0.21,0.7,None,Oklahoma,Kay,Reviewed
12697,2019-04-05 01:05:03,0.9,OGS,None,36.52366667,-98.98133333,7.03,0.14,0.14,0.2,None,Oklahoma,Woodward,Reviewed
12699,2019-04-05 01:14:38,1.8,OGS,None,35.9145,-98.04483333,6.41,0.14,0.14,0.4,None,Oklahoma,Kingfisher,Reviewed
12700,2019-04-05 04:46:11,2.1,OGS,None,36.45083333,-98.77666667,8.58,0.14,0.14,0.3,None,Oklahoma,Major,Reviewed
12701,2019-04-05 06:04:31,1.6,OGS,None,36.10866667,-97.87083333,3.68,0.21,0.21,0.5,None,Oklahoma,Kingfisher,Reviewed
12703,2019-04-05 08:10:33,0.8,OGS,None,36.527,-98.9805,7.87,0.21,0.21,0.2,None,Oklahoma,Woodward,Reviewed
12704,2019-04-05 10:47:47,1.8,OGS,None,36.1055,-97.87533333,4.61,0.14,0.14,0.4,None,Oklahoma,Kingfisher,Reviewed
12705,2019-04-05 13:29:11,1.8,OGS,None,36.35983333,-98.1565,6.08,0.21,0.21,0.4,None,Oklahoma,Alfalfa,Reviewed
12769,2019-04-05 14:48:06,2.5,OGS,None,35.9125,-98.0445,6.5,0.14,0.14,0.4,None,Oklahoma,Kingfisher,Reviewed
12771,2019-04-05 14:58:48,0.5,OGS,None,36.44066667,-96.88866667,4.39,0.21,0.21,0.6,None,Oklahoma,Pawnee,Reviewed
12772,2019-04-05 15:18:12,2.6,OGS,None,36.86783333,-97.7815,7.48,0.14,0.14,0.3,None,Oklahoma,Grant,Reviewed
8226,2019-04-05 16:07:12,1.5,OGS,None,36.22483333,-95.8375,0.0,0.49,0.49,0.5,None,Oklahoma,Tulsa,Reviewed
12773,2019-04-05 18:38:52,1.8,OGS,None,35.9115,-98.04483333,6.44,0.14,0.14,0.4,None,Oklahoma,Kingfisher,Reviewed
12777,2019-04-05 22:35:44,1.6,OGS,None,35.9055,-98.0475,6.58,0.28,0.28,0.6,None,Oklahoma,Kingfisher,Reviewed
12778,2019-04-06 05:01:32,1.9,OGS,None,36.883,-97.43783333,8.13,0.21,0.21,2.7,None,Oklahoma,Kay,Reviewed
12780,2019-04-06 05:17:05,0.9,OGS,None,36.38133333,-96.92016667,6.18,1.06,1.06,1.8,None,Oklahoma,Pawnee,Reviewed
9135,2019-04-06 07:28:19,1.4,OGS,None,35.0795,-97.6295,8.62,0.42,0.42,2.1,None,Oklahoma,McClain,Reviewed
9131,2019-04-06 07:28:22,1.3,OGS,None,35.0815,-97.62,8.91,0.35,0.35,1.2,None,Oklahoma,McClain,Reviewed
12781,2019-04-06 07:53:34,1.9,OGS,None,36.2655,-97.49266667,6.43,0.14,0.14,0.4,None,Oklahoma,Noble,Reviewed
12783,2019-04-06 08:41:08,2.1,OGS,None,36.52733333,-98.9815,6.7,0.21,0.21,0.2,None,Oklahoma,Woodward,Reviewed
12784,2019-04-06 08:46:53,1.4,OGS,None,36.5255,-98.98483333,7.48,0.21,0.21,0.3,None,Oklahoma,Woodward,Reviewed
12785,2019-04-06 09:30:19,1.3,OGS,None,36.52283333,-98.9835,7.1,0.21,0.21,0.2,None,Oklahoma,Woodward,Reviewed
12786,2019-04-06 10:00:48,1.8,OGS,None,36.52433333,-98.98266667,6.86,0.14,0.14,0.2,None,Oklahoma,Woodward,Reviewed
12787,2019-04-06 10:02:01,1.8,OGS,None,35.674,-97.3865,6.84,0.14,0.14,0.3,None,Oklahoma,Oklahoma,Reviewed
12789,2019-04-06 10:03:32,2.3,OGS,None,36.29233333,-98.19866667,7.17,0.14,0.14,0.4,None,Oklahoma,Blaine,Reviewed
12800,2019-04-07 03:09:35,1.7,OGS,None,36.47016667,-98.8165,6.5,0.21,0.21,0.3,None,Oklahoma,Woods,Reviewed
12802,2019-04-07 05:20:02,2.0,OGS,None,35.84766667,-98.208,6.58,0.14,0.14,0.5,None,Oklahoma,Blaine,Reviewed
12804,2019-04-07 06:06:44,0.7,OGS,None,36.467,-98.81833333,5.94,0.07,0.07,0.2,None,Oklahoma,Woods,Reviewed
9124,2019-04-07 11:23:04,1.7,OGS,None,35.29066667,-98.02333333,6.17,0.42,0.42,0.9,None,Oklahoma,Grady,Reviewed
8408,2019-04-07 11:23:05,2.0,OGS,None,35.28816667,-98.0355,7.58,0.28,0.28,0.7,None,Oklahoma,Grady,Reviewed
9121,2019-04-07 11:23:08,2.0,OGS,None,35.20916667,-98.06266667,6.04,0.78,0.78,2.5,None,Oklahoma,Grady,Reviewed
12806,2019-04-07 16:19:18,1.6,OGS,None,36.862,-97.468,1.39,0.42,0.42,1.0,None,Oklahoma,Kay,Reviewed
12807,2019-04-07 16:19:33,1.9,OGS,None,36.87566667,-97.452,7.95,0.35,0.35,0.6,None,Oklahoma,Kay,Reviewed
8349,2019-04-07 16:19:34,1.9,OGS,None,36.84299088,-97.45011902,0.53,1.7,1.92,1.86,0.39476209,Oklahoma,Kay,Preliminary
12808,2019-04-07 17:05:14,1.7,OGS,None,36.87566667,-97.4415,7.0,0.35,0.35,1.0,None,Oklahoma,Kay,Reviewed
12805,2019-04-07 20:09:24,1.8,OGS,None,36.42916667,-96.9375,7.46,0.14,0.14,0.2,None,Oklahoma,Pawnee,Reviewed
12801,2019-04-07 22:38:28,1.7,OGS,None,36.39983333,-97.83166667,6.89,0.14,0.14,0.4,None,Oklahoma,Garfield,Reviewed
12798,2019-04-08 00:36:59,1.1,OGS,None,36.456,-98.76266667,9.04,0.21,0.21,0.3,None,Oklahoma,Major,Reviewed
12797,2019-04-08 03:40:51,1.3,OGS,None,36.44983333,-98.79916667,7.22,0.21,0.21,0.3,None,Oklahoma,Major,Reviewed
12796,2019-04-08 13:17:23,1.4,OGS,None,36.42033333,-96.92183333,6.07,0.28,0.28,0.5,None,Oklahoma,Pawnee,Reviewed
8363,2019-04-08 15:57:13,1.9,OGS,None,37.26309204,-97.63195038,1.97,3.8,2.1,2.29,0.58379739,Kansas,Sumner,Preliminary
12795,2019-04-08 19:19:42,1.8,OGS,None,35.8425,-98.21416667,7.0,0.28,0.28,0.7,None,Oklahoma,Blaine,Reviewed
12794,2019-04-09 00:40:47,0.8,OGS,None,36.44466667,-98.781,8.28,0.49,0.49,1.0,None,Oklahoma,Major,Reviewed
12782,2019-04-09 01:05:05,0.4,OGS,None,36.44533333,-96.89166667,3.47,0.14,0.14,0.7,None,Oklahoma,Pawnee,Reviewed
12204,2019-04-09 03:53:52,1.7,OGS,None,35.848,-98.20816667,7.0,0.14,0.14,0.5,None,Oklahoma,Blaine,Reviewed
12197,2019-04-09 03:53:55,1.9,OGS,None,35.8555,-98.21283333,7.0,0.49,0.49,1.1,None,Oklahoma,Blaine,Reviewed
12195,2019-04-09 04:03:07,0.0,OGS,None,36.44316667,-96.89216667,4.93,0.35,0.35,1.0,None,Oklahoma,Pawnee,Reviewed
12194,2019-04-09 04:03:12,0.2,OGS,None,36.44683333,-96.89333333,2.26,0.07,0.07,1.2,None,Oklahoma,Pawnee,Reviewed
12193,2019-04-09 05:50:06,1.7,OGS,None,36.44666667,-96.88866667,5.56,0.21,0.21,0.3,None,Oklahoma,Pawnee,Reviewed
12192,2019-04-09 06:11:00,0.2,OGS,None,36.44466667,-96.89266667,3.07,0.21,0.21,0.9,None,Oklahoma,Pawnee,Reviewed
12188,2019-04-09 06:11:17,0.1,OGS,None,36.44466667,-96.892,3.16,0.14,0.14,0.8,None,Oklahoma,Pawnee,Reviewed
12182,2019-04-09 06:32:41,1.4,OGS,None,35.859,-98.20283333,7.21,0.35,0.35,0.8,None,Oklahoma,Blaine,Reviewed
12179,2019-04-09 07:10:48,0.8,OGS,None,35.52816667,-96.76166667,7.64,0.28,0.28,0.7,None,Oklahoma,Lincoln,Reviewed
12176,2019-04-09 07:46:07,0.2,OGS,None,36.4445,-96.89283333,3.96,0.21,0.21,0.9,None,Oklahoma,Pawnee,Reviewed
12171,2019-04-09 07:58:20,0.2,OGS,None,36.44683333,-96.89266667,3.1,0.14,0.14,1.0,None,Oklahoma,Pawnee,Reviewed
8442,2019-04-09 08:15:06,1.5,OGS,None,35.125,-97.8885,5.55,1.06,1.06,2.4,None,Oklahoma,Grady,Reviewed
12168,2019-04-09 08:38:29,1.7,OGS,None,36.40266667,-97.8305,7.0,0.14,0.14,0.4,None,Oklahoma,Garfield,Reviewed
12165,2019-04-09 09:15:33,0.8,OGS,None,36.2905,-97.0215,5.84,0.28,0.28,0.8,None,Oklahoma,Payne,Reviewed
12161,2019-04-09 10:47:17,1.6,OGS,None,37.21033333,-98.48183333,3.01,0.42,0.42,0.8,None,Kansas,Barber,Reviewed
12158,2019-04-09 11:10:34,1.5,OGS,None,35.86616667,-98.19833333,7.09,0.85,0.85,1.0,None,Oklahoma,Blaine,Reviewed
11934,2019-04-09 13:23:14,1.7,OGS,None,36.47533333,-97.741,7.0,0.21,0.21,0.5,None,Oklahoma,Garfield,Reviewed
11933,2019-04-09 13:40:06,1.5,OGS,None,36.43566667,-98.92366667,0.0,0.64,0.64,0.7,None,Oklahoma,Woodward,Reviewed
11932,2019-04-09 16:34:55,0.9,OGS,None,36.457,-96.8835,3.16,0.14,0.14,0.7,None,Oklahoma,Pawnee,Reviewed
11931,2019-04-09 19:09:11,2.0,OGS,None,35.998,-96.78916667,5.59,0.21,0.21,0.3,None,Oklahoma,Payne,Reviewed
11927,2019-04-10 03:14:55,1.6,OGS,None,36.75816667,-98.0705,6.61,0.21,0.21,0.4,None,Oklahoma,Alfalfa,Reviewed
9088,2019-04-10 03:39:19,1.3,OGS,None,35.04866667,-97.72716667,6.0,0.35,0.35,0.9,None,Oklahoma,McClain,Reviewed
11923,2019-04-10 05:27:15,1.7,OGS,None,36.44833333,-96.88916667,5.53,0.21,0.21,0.3,None,Oklahoma,Pawnee,Reviewed
11920,2019-04-10 05:29:50,1.5,OGS,None,36.447,-96.89116667,5.49,0.28,0.28,0.4,None,Oklahoma,Pawnee,Reviewed
8468,2019-04-10 05:51:05,1.9,OGS,None,37.24938583,-98.02297974,3.94,1.93,2.75,2.0,0.51104896,Kansas,Harper,Preliminary
8476,2019-04-10 06:40:31,2.8,OGS,None,37.25925064,-98.03918457,1.9,1.53,1.02,0.88,0.27579069,Kansas,Harper,Preliminary
11917,2019-04-10 06:58:47,1.4,OGS,None,36.52416667,-98.982,6.93,0.14,0.14,0.2,None,Oklahoma,Woodward,Reviewed
11889,2019-04-10 07:20:43,0.8,OGS,None,36.52283333,-98.985,6.9,0.07,0.07,0.2,None,Oklahoma,Woodward,Reviewed
11842,2019-04-10 07:21:42,0.8,OGS,None,36.523,-98.98533333,7.33,0.14,0.14,0.2,None,Oklahoma,Woodward,Reviewed
11841,2019-04-10 23:30:38,2.2,OGS,None,36.75983333,-98.07016667,6.58,0.21,0.21,0.4,None,Oklahoma,Alfalfa,Reviewed
11840,2019-04-11 09:01:30,1.2,OGS,None,36.54,-98.62816667,4.89,0.14,0.14,0.6,None,Oklahoma,Woods,Reviewed
11839,2019-04-11 20:39:26,1.0,OGS,None,36.20733333,-98.18866667,5.7,0.21,0.21,1.4,None,Oklahoma,Blaine,Reviewed
11838,2019-04-12 03:49:47,1.0,OGS,None,36.45666667,-98.765,8.82,0.14,0.14,0.3,None,Oklahoma,Major,Reviewed
11779,2019-04-12 06:04:29,1.5,OGS,None,36.29166667,-98.1935,7.18,0.21,0.21,0.5,None,Oklahoma,Blaine,Reviewed
11778,2019-04-12 15:07:17,1.3,OGS,None,35.96516667,-96.76066667,6.25,0.28,0.28,0.4,None,Oklahoma,Payne,Reviewed
11777,2019-04-12 18:46:53,1.2,OGS,None,36.33583333,-96.9565,5.06,0.21,0.21,0.7,None,Oklahoma,Pawnee,Reviewed
11663,2019-04-12 19:12:32,2.4,OGS,None,35.84683333,-98.2095,7.0,0.14,0.14,0.5,None,Oklahoma,Blaine,Reviewed
9087,2019-04-12 23:30:51,1.4,OGS,None,35.28433333,-97.94083333,6.67,0.42,0.42,1.1,None,Oklahoma,Grady,Reviewed
9086,2019-04-12 23:37:09,2.1,OGS,None,35.2845,-97.93616667,7.47,0.21,0.21,0.5,None,Oklahoma,Grady,Reviewed
9084,2019-04-12 23:37:12,2.2,OGS,None,35.26983333,-97.95466667,5.44,0.35,0.35,0.8,None,Oklahoma,Grady,Reviewed
11654,2019-04-13 00:37:50,1.7,OGS,None,36.37783333,-98.163,5.56,0.21,0.21,0.4,None,Oklahoma,Alfalfa,Reviewed
11653,2019-04-13 00:51:38,1.7,OGS,None,35.856,-98.2145,5.64,0.28,0.28,0.9,None,Oklahoma,Blaine,Reviewed
8680,2019-04-13 02:22:14,1.8,OGS,None,35.84116667,-98.21916667,6.91,0.14,0.14,0.5,None,Oklahoma,Blaine,Reviewed
11488,2019-04-13 13:38:02,2.6,OGS,None,36.8175,-97.7125,7.19,0.21,0.21,0.5,None,Oklahoma,Grant,Reviewed
11487,2019-04-13 16:42:54,1.4,OGS,None,36.33416667,-96.95483333,5.77,0.28,0.28,0.9,None,Oklahoma,Pawnee,Reviewed
8569,2019-04-13 18:55:41,2.8,OGS,None,37.19400787,-97.61014557,0.56,2.11,1.0,1.11,0.33158775,Kansas,Sumner,Preliminary
8574,2019-04-13 18:57:40,2.6,OGS,None,37.19198227,-97.60637665,2.06,3.14,1.28,1.43,0.48035802,Kansas,Sumner,Preliminary
11486,2019-04-13 19:33:46,1.8,OGS,None,35.84283333,-98.21816667,7.48,0.21,0.21,0.6,None,Oklahoma,Blaine,Reviewed
10438,2019-04-13 19:53:50,2.4,OGS,None,35.28666667,-97.93233333,6.52,0.28,0.28,0.7,None,Oklahoma,Grady,Reviewed
11485,2019-04-14 03:32:59,1.9,OGS,None,36.02816667,-97.52983333,7.57,0.14,0.14,0.5,None,Oklahoma,Logan,Reviewed
11178,2019-04-14 03:56:11,2.0,OGS,None,36.263,-97.486,6.42,0.14,0.14,0.5,None,Oklahoma,Noble,Reviewed
9062,2019-04-14 05:40:24,1.8,OGS,None,35.2895,-97.9315,4.53,0.35,0.35,1.0,None,Oklahoma,Grady,Reviewed
11177,2019-04-14 08:11:57,1.7,OGS,None,35.8495,-98.20233333,7.47,0.28,0.28,0.6,None,Oklahoma,Blaine,Reviewed
11176,2019-04-14 09:31:36,1.5,OGS,None,36.33566667,-96.9545,4.87,0.21,0.21,0.6,None,Oklahoma,Pawnee,Reviewed
9061,2019-04-14 09:58:21,1.4,OGS,None,35.05016667,-97.722,6.52,0.49,0.49,1.3,None,Oklahoma,McClain,Reviewed
